Date,Price,Open,High,Low,Vol.,Change %
3/8/2024,"6,100","6,000","6,125","5,975",73.19M,2.09%
3/7/2024,"5,975","5,975","6,025","5,950",47.46M,0.42%
3/6/2024,"5,950","5,900","5,950","5,875",28.92M,0.85%
3/5/2024,"5,900","5,875","5,950","5,850",49.80M,0.43%
3/4/2024,"5,875","5,900","5,925","5,800",35.60M,-0.42%
3/1/2024,"5,900","5,925","5,975","5,825",71.77M,-1.67%
2/29/2024,"6,000","5,975","6,000","5,900",48.75M,0.42%
2/28/2024,"5,975","5,950","6,000","5,900",32.22M,-0.42%
2/27/2024,"6,000","5,900","6,000","5,850",38.65M,1.69%
2/26/2024,"5,900","5,900","5,925","5,800",33.52M,0.00%
2/23/2024,"5,900","6,000","6,000","5,825",50.22M,-0.84%
2/22/2024,"5,950","6,000","6,025","5,900",37.68M,-0.83%
2/21/2024,"6,000","6,025","6,050","5,925",55.12M,-0.41%
2/20/2024,"6,025","5,900","6,025","5,900",37.55M,2.55%
2/19/2024,"5,875","6,025","6,050","5,875",67.95M,-2.08%
2/16/2024,"6,000","6,025","6,125","6,000",62.60M,0.00%
2/15/2024,"6,000","6,150","6,225","6,000",128.79M,2.13%
2/13/2024,"5,875","5,975","5,975","5,850",74.98M,-1.26%
2/12/2024,"5,950","5,775","6,000","5,750",73.30M,3.48%
2/7/2024,"5,750","5,775","5,825","5,750",40.09M,-0.43%
2/6/2024,"5,775","5,775","5,825","5,750",41.83M,0.43%
2/5/2024,"5,750","5,775","5,825","5,725",47.10M,-0.43%
2/2/2024,"5,775","5,750","5,825","5,750",44.07M,0.87%
2/1/2024,"5,725","5,750","5,750","5,650",49.21M,-0.43%
1/31/2024,"5,750","5,700","5,800","5,675",70.05M,1.77%
1/30/2024,"5,650","5,575","5,675","5,550",55.02M,1.35%
1/29/2024,"5,575","5,450","5,575","5,450",63.06M,2.76%
1/26/2024,"5,425","5,400","5,425","5,350",30.55M,0.46%
1/25/2024,"5,400","5,500","5,525","5,400",47.96M,-1.37%
1/24/2024,"5,475","5,450","5,500","5,400",42.44M,0.92%
1/23/2024,"5,425","5,525","5,525","5,375",48.82M,-1.81%
1/22/2024,"5,525","5,525","5,600","5,450",30.95M,0.45%
1/19/2024,"5,500","5,575","5,575","5,475",29.78M,-0.90%
1/18/2024,"5,550","5,550","5,600","5,475",33.24M,0.00%
1/17/2024,"5,550","5,600","5,625","5,475",61.48M,-0.89%
1/16/2024,"5,600","5,625","5,625","5,575",37.80M,-0.44%
1/15/2024,"5,625","5,650","5,675","5,600",51.46M,0.45%
1/12/2024,"5,600","5,600","5,650","5,575",40.94M,0.00%
1/11/2024,"5,600","5,650","5,700","5,575",26.89M,0.00%
1/10/2024,"5,600","5,625","5,675","5,575",37.99M,-0.88%
1/9/2024,"5,650","5,600","5,650","5,600",34.90M,1.35%
1/8/2024,"5,575","5,575","5,650","5,550",60.61M,0.00%
1/5/2024,"5,575","5,675","5,750","5,575",69.46M,-0.45%
1/4/2024,"5,600","5,350","5,675","5,325",85.10M,4.67%
1/3/2024,"5,350","5,375","5,400","5,325",27.55M,-0.47%
1/2/2024,"5,375","5,375","5,375","5,300",20.15M,0.00%
12/29/2023,"5,375","5,375","5,400","5,325",38.42M,0.47%
12/28/2023,"5,350","5,300","5,400","5,250",37.57M,1.42%
12/27/2023,"5,275","5,300","5,325","5,250",34.65M,0.48%
12/22/2023,"5,250","5,200","5,250","5,175",35.23M,1.94%
12/21/2023,"5,150","5,225","5,225","5,125",48.77M,-0.96%
12/20/2023,"5,200","5,225","5,250","5,175",54.31M,0.00%
12/19/2023,"5,200","5,200","5,250","5,175",52.48M,0.00%
12/18/2023,"5,200","5,250","5,300","5,175",51.52M,-1.42%
12/15/2023,"5,275","5,425","5,425","5,275",58.45M,-1.40%
12/14/2023,"5,350","5,225","5,400","5,225",91.44M,3.38%
12/13/2023,"5,175","5,275","5,275","5,125",39.24M,-1.90%
12/12/2023,"5,275","5,250","5,300","5,225",40.55M,1.93%
12/11/2023,"5,175","5,075","5,200","5,050",36.39M,1.97%
12/8/2023,"5,075","5,200","5,225","5,075",47.84M,-3.79%
12/7/2023,"5,275","5,225","5,300","5,150",36.51M,0.96%
12/6/2023,"5,225","5,300","5,325","5,225",32.45M,-1.42%
12/5/2023,"5,300","5,300","5,325","5,225",29.79M,0.00%
12/4/2023,"5,300","5,275","5,350","5,250",34.11M,0.95%
12/1/2023,"5,250","5,300","5,300","5,200",31.22M,-0.47%
11/30/2023,"5,275","5,150","5,275","5,150",127.52M,0.96%
11/29/2023,"5,225","5,125","5,225","5,100",48.04M,0.97%
11/28/2023,"5,175","5,350","5,350","5,175",43.14M,-1.90%
11/27/2023,"5,275","5,225","5,350","5,225",79.55M,1.44%
11/24/2023,"5,200","5,175","5,250","5,175",64.68M,0.97%
11/23/2023,"5,150","5,100","5,175","5,075",80.16M,1.48%
11/22/2023,"5,075","5,100","5,100","5,025",28.87M,0.00%
11/21/2023,"5,075","5,000","5,100","4,990",129.45M,1.91%
11/20/2023,"4,980","5,000","5,025","4,970",55.04M,0.00%
11/17/2023,"4,980","4,940","4,990","4,900",48.49M,0.61%
11/16/2023,"4,950","4,970","4,990","4,910",47.54M,-0.60%
11/15/2023,"4,980","4,970","5,025","4,960",93.35M,2.05%
11/14/2023,"4,880","4,910","4,940","4,880",27.96M,-0.20%
11/13/2023,"4,890","4,890","4,910","4,870",20.46M,0.62%
11/10/2023,"4,860","4,860","4,870","4,820",37.75M,0.00%
11/9/2023,"4,860","4,880","4,950","4,860",33.00M,-0.41%
11/8/2023,"4,880","4,940","4,950","4,860",32.18M,-1.21%
11/7/2023,"4,940","4,970","4,970","4,910",38.21M,-0.60%
11/6/2023,"4,970","4,980","5,000","4,940",54.28M,1.64%
11/3/2023,"4,890","4,910","4,940","4,880",37.33M,0.41%
11/2/2023,"4,870","4,820","4,920","4,810",61.53M,1.04%
11/1/2023,"4,820","4,930","4,930","4,790",58.01M,0.63%
10/31/2023,"4,790","4,850","4,850","4,720",62.06M,-1.24%
10/30/2023,"4,850","4,850","4,860","4,810",34.31M,0.00%
10/27/2023,"4,850","4,880","4,900","4,850",39.35M,-0.61%
10/26/2023,"4,880","4,980","4,990","4,830",77.08M,-1.81%
10/25/2023,"4,970","5,050","5,050","4,960",49.11M,-0.60%
10/24/2023,"5,000","5,000","5,075","4,970",43.66M,0.20%
10/23/2023,"4,990","4,970","5,050","4,950",36.58M,0.40%
10/20/2023,"4,970","4,940","5,025","4,910",52.79M,0.61%
10/19/2023,"4,940","5,100","5,100","4,900",96.75M,-3.61%
10/18/2023,"5,125","5,200","5,225","5,100",54.87M,-1.44%
10/17/2023,"5,200","5,200","5,225","5,150",29.83M,0.00%
10/16/2023,"5,200","5,200","5,275","5,150",38.86M,0.48%
10/13/2023,"5,175","5,350","5,375","5,175",49.14M,-2.82%
10/12/2023,"5,325","5,200","5,425","5,200",71.49M,2.90%
10/11/2023,"5,175","5,200","5,200","5,150",63.71M,-0.48%
10/10/2023,"5,200","5,175","5,200","5,150",30.11M,1.96%
10/9/2023,"5,100","5,200","5,200","5,050",55.81M,-1.92%
10/6/2023,"5,200","5,225","5,225","5,175",41.84M,0.24%
10/5/2023,"5,188","5,200","5,200","5,175",69.73M,0.00%
10/4/2023,"5,188","5,225","5,238","5,125",57.96M,-0.48%
10/3/2023,"5,213","5,175","5,225","5,163",51.35M,1.21%
10/2/2023,"5,150","5,163","5,250","5,150",52.56M,-0.24%
9/29/2023,"5,163","5,088","5,213","5,075",76.99M,1.98%
9/27/2023,"5,063","4,988","5,113","4,975",92.09M,1.50%
9/26/2023,"4,988","5,038","5,050","4,975",127.17M,-0.75%
9/25/2023,"5,025","4,875","5,025","4,875",111.01M,3.08%
9/22/2023,"4,875","4,825","4,938","4,800",93.23M,1.56%
9/21/2023,"4,800","4,788","4,838","4,775",56.16M,0.26%
9/20/2023,"4,788","4,725","4,838","4,725",82.22M,1.32%
9/19/2023,"4,725","4,688","4,763","4,675",29.55M,1.07%
9/18/2023,"4,675","4,738","4,750","4,675",32.82M,-1.32%
9/15/2023,"4,738","4,725","4,763","4,713",73.35M,0.26%
9/14/2023,"4,725","4,700","4,750","4,675",57.21M,1.07%
9/13/2023,"4,675","4,663","4,688","4,638",44.96M,0.54%
9/12/2023,"4,650","4,725","4,725","4,650",53.09M,-1.59%
9/11/2023,"4,725","4,688","4,750","4,650",54.93M,0.80%
9/8/2023,"4,688","4,750","4,750","4,675",49.97M,-1.32%
9/7/2023,"4,750","4,788","4,788","4,700",52.56M,-0.78%
9/6/2023,"4,788","4,838","4,838","4,788",60.57M,-0.52%
9/5/2023,"4,813","4,725","4,850","4,725",100.66M,1.85%
9/4/2023,"4,725","4,625","4,763","4,600",146.90M,3.00%
9/1/2023,"4,588","4,600","4,613","4,588",16.70M,0.00%
8/31/2023,"4,588","4,600","4,625","4,588",64.01M,-0.27%
8/30/2023,"4,600","4,588","4,650","4,588",83.25M,0.55%
8/29/2023,"4,575","4,550","4,600","4,550",49.79M,0.55%
8/28/2023,"4,550","4,550","4,575","4,538",21.94M,0.00%
8/25/2023,"4,550","4,550","4,563","4,525",27.45M,-0.27%
8/24/2023,"4,563","4,538","4,575","4,538",28.49M,0.55%
8/23/2023,"4,538","4,550","4,563","4,538",27.34M,-0.27%
8/22/2023,"4,550","4,563","4,575","4,538",30.73M,-0.27%
8/21/2023,"4,563","4,538","4,563","4,525",35.95M,0.83%
8/18/2023,"4,525","4,538","4,538","4,488",51.66M,-0.55%
8/16/2023,"4,550","4,550","4,563","4,475",66.76M,0.00%
8/15/2023,"4,550","4,600","4,613","4,550",48.73M,-1.09%
8/14/2023,"4,600","4,563","4,625","4,550",90.43M,1.10%
8/11/2023,"4,550","4,550","4,563","4,525",33.96M,0.00%
8/10/2023,"4,550","4,550","4,563","4,525",48.94M,0.28%
8/9/2023,"4,538","4,463","4,550","4,463",67.68M,1.68%
8/8/2023,"4,463","4,500","4,513","4,450",32.91M,-0.83%
8/7/2023,"4,500","4,500","4,525","4,500",35.04M,0.00%
8/4/2023,"4,500","4,475","4,525","4,463",56.22M,0.56%
8/3/2023,"4,475","4,438","4,500","4,425",82.17M,0.85%
8/2/2023,"4,438","4,350","4,438","4,350",66.45M,2.31%
8/1/2023,"4,338","4,413","4,425","4,313",136.29M,-2.25%
7/31/2023,"4,438","4,450","4,475","4,413",65.02M,0.00%
7/28/2023,"4,438","4,450","4,463","4,400",81.25M,-0.28%
7/27/2023,"4,450","4,463","4,475","4,450",85.57M,-0.56%
7/26/2023,"4,475","4,513","4,525","4,463",104.01M,-0.83%
7/25/2023,"4,513","4,525","4,563","4,513",45.96M,0.00%
7/24/2023,"4,513","4,500","4,538","4,500",37.49M,-0.28%
7/21/2023,"4,525","4,525","4,525","4,500",19.58M,0.00%
7/20/2023,"4,525","4,463","4,525","4,463",62.53M,1.69%
7/18/2023,"4,450","4,475","4,500","4,450",77.42M,-0.56%
7/17/2023,"4,475","4,475","4,513","4,475",60.02M,0.28%
7/14/2023,"4,463","4,463","4,488","4,450",43.60M,0.28%
7/13/2023,"4,450","4,488","4,513","4,438",116.00M,-0.56%
7/12/2023,"4,475","4,500","4,513","4,463",83.93M,-0.28%
7/11/2023,"4,488","4,513","4,538","4,488",46.16M,-0.83%
7/10/2023,"4,525","4,538","4,563","4,525",19.83M,-0.28%
7/7/2023,"4,538","4,550","4,575","4,538",24.71M,-0.27%
7/6/2023,"4,550","4,575","4,600","4,538",48.29M,-0.55%
7/5/2023,"4,575","4,563","4,575","4,538",16.72M,0.55%
7/4/2023,"4,550","4,613","4,613","4,525",31.94M,-1.36%
7/3/2023,"4,613","4,600","4,625","4,575",63.14M,0.82%
6/27/2023,"4,575","4,563","4,588","4,538",33.97M,0.27%
6/26/2023,"4,563","4,513","4,563","4,488",27.72M,1.11%
6/23/2023,"4,513","4,538","4,550","4,513",22.35M,-0.28%
6/22/2023,"4,525","4,550","4,613","4,525",41.78M,-0.55%
6/21/2023,"4,550","4,538","4,550","4,500",21.64M,0.28%
6/20/2023,"4,538","4,525","4,538","4,500",27.11M,0.28%
6/19/2023,"4,525","4,513","4,525","4,475",28.21M,0.28%
6/16/2023,"4,513","4,538","4,538","4,475",53.22M,-0.82%
6/15/2023,"4,550","4,488","4,550","4,475",35.27M,1.39%
6/14/2023,"4,488","4,550","4,550","4,475",91.45M,-1.64%
6/13/2023,"4,563","4,650","4,650","4,550",40.19M,-1.88%
6/12/2023,"4,650","4,625","4,650","4,588",34.35M,0.81%
6/9/2023,"4,613","4,600","4,613","4,575",35.87M,0.27%
6/8/2023,"4,600","4,575","4,600","4,538",34.32M,0.55%
6/7/2023,"4,575","4,613","4,625","4,538",56.72M,-0.54%
6/6/2023,"4,600","4,500","4,625","4,463",82.23M,2.22%
6/5/2023,"4,500","4,525","4,563","4,500",53.16M,-0.55%
5/31/2023,"4,525","4,550","4,563","4,513",163.52M,0.28%
5/30/2023,"4,513","4,513","4,550","4,488",46.52M,-0.28%
5/29/2023,"4,525","4,500","4,525","4,475",27.49M,1.12%
5/26/2023,"4,475","4,500","4,538","4,475",43.54M,-0.56%
5/25/2023,"4,500","4,413","4,513","4,400",70.64M,1.98%
5/24/2023,"4,413","4,450","4,475","4,400",123.71M,-1.40%
5/23/2023,"4,475","4,413","4,500","4,413",96.90M,1.13%
5/22/2023,"4,425","4,413","4,438","4,388",88.48M,0.28%
5/19/2023,"4,413","4,400","4,450","4,375",87.06M,0.86%
5/17/2023,"4,375","4,363","4,413","4,325",102.15M,0.00%
5/16/2023,"4,375","4,475","4,488","4,350",108.32M,-1.69%
5/15/2023,"4,450","4,500","4,513","4,425",70.96M,-1.11%
5/12/2023,"4,500","4,563","4,575","4,488",47.33M,-1.64%
5/11/2023,"4,575","4,575","4,575","4,525",38.69M,-0.54%
5/10/2023,"4,600","4,613","4,638","4,588",35.51M,0.82%
5/9/2023,"4,563","4,563","4,588","4,525",36.74M,-0.27%
5/8/2023,"4,575","4,638","4,650","4,575",33.60M,-1.08%
5/5/2023,"4,625","4,650","4,663","4,575",49.24M,-0.54%
5/4/2023,"4,650","4,700","4,713","4,638",40.11M,-1.85%
5/3/2023,"4,738","4,775","4,775","4,700",23.89M,-0.79%
5/2/2023,"4,775","4,725","4,775","4,713",38.96M,1.33%
4/28/2023,"4,713","4,788","4,788","4,713",46.13M,-0.79%
4/27/2023,"4,750","4,775","4,800","4,738",30.71M,-0.78%
4/26/2023,"4,788","4,775","4,788","4,713",93.23M,1.06%
4/18/2023,"4,738","4,725","4,788","4,700",58.42M,0.26%
4/17/2023,"4,725","4,713","4,725","4,688",28.54M,0.53%
4/14/2023,"4,700","4,713","4,750","4,688",58.64M,0.27%
4/13/2023,"4,688","4,725","4,725","4,675",49.45M,0.27%
4/12/2023,"4,675","4,700","4,700","4,675",42.59M,-0.27%
4/11/2023,"4,688","4,650","4,700","4,650",31.59M,0.54%
4/10/2023,"4,663","4,675","4,688","4,625",33.00M,-0.53%
4/6/2023,"4,688","4,663","4,688","4,663",46.46M,0.54%
4/5/2023,"4,663","4,675","4,725","4,638",50.93M,-0.27%
4/4/2023,"4,675","4,675","4,688","4,600",35.80M,0.00%
4/3/2023,"4,675","4,675","4,700","4,638",26.59M,0.00%
3/31/2023,"4,675","4,675","4,688","4,613",54.07M,0.00%
3/30/2023,"4,675","4,650","4,700","4,625",67.52M,1.63%
3/29/2023,"4,600","4,525","4,625","4,513",57.83M,1.94%
3/28/2023,"4,513","4,600","4,600","4,500",72.87M,-5.00%
3/27/2023,"4,750","4,838","4,875","4,750",110.40M,-1.30%
3/24/2023,"4,813","4,638","4,863","4,625",173.82M,4.34%
3/21/2023,"4,613","4,525","4,625","4,488",44.94M,2.50%
3/20/2023,"4,500","4,513","4,563","4,488",32.20M,-0.28%
3/17/2023,"4,513","4,500","4,575","4,488",118.43M,0.84%
3/16/2023,"4,475","4,438","4,550","4,413",104.24M,1.70%
3/15/2023,"4,400","4,450","4,463","4,388",90.77M,0.28%
3/14/2023,"4,388","4,450","4,450","4,375",126.83M,-2.50%
3/13/2023,"4,500","4,513","4,525","4,438",87.39M,-0.28%
3/10/2023,"4,513","4,550","4,563","4,500",72.69M,-1.37%
3/9/2023,"4,575","4,500","4,613","4,500",112.17M,3.10%
3/8/2023,"4,438","4,425","4,438","4,400",26.26M,-0.28%
3/7/2023,"4,450","4,400","4,463","4,400",40.63M,1.14%
3/6/2023,"4,400","4,400","4,438","4,375",42.48M,0.57%
3/3/2023,"4,375","4,438","4,450","4,375",54.99M,-1.41%
3/2/2023,"4,438","4,475","4,475","4,438",49.58M,-0.84%
3/1/2023,"4,475","4,388","4,488","4,388",48.20M,1.99%
2/28/2023,"4,388","4,500","4,500","4,388",108.31M,-1.96%
2/27/2023,"4,475","4,450","4,500","4,425",43.00M,0.56%
2/24/2023,"4,450","4,500","4,563","4,450",61.46M,-0.56%
2/23/2023,"4,475","4,425","4,500","4,400",52.74M,1.13%
2/22/2023,"4,425","4,500","4,525","4,400",103.69M,-2.21%
2/21/2023,"4,525","4,575","4,600","4,525",72.59M,-1.09%
2/20/2023,"4,575","4,638","4,663","4,563",66.06M,-1.35%
2/17/2023,"4,638","4,675","4,688","4,625",23.08M,-0.80%
2/16/2023,"4,675","4,725","4,725","4,650",38.39M,-0.80%
2/15/2023,"4,713","4,725","4,738","4,638",44.27M,-0.26%
2/14/2023,"4,725","4,750","4,775","4,700",37.44M,-0.53%
2/13/2023,"4,750","4,788","4,788","4,725",26.26M,-0.26%
2/10/2023,"4,763","4,763","4,763","4,713",24.98M,-0.26%
2/9/2023,"4,775","4,725","4,775","4,713",47.64M,0.79%
2/8/2023,"4,738","4,688","4,750","4,688",34.06M,1.07%
2/7/2023,"4,688","4,675","4,700","4,625",38.89M,0.27%
2/6/2023,"4,675","4,650","4,675","4,575",38.51M,0.54%
2/3/2023,"4,650","4,600","4,663","4,575",42.78M,2.20%
2/2/2023,"4,550","4,588","4,600","4,525",38.58M,-0.27%
2/1/2023,"4,563","4,600","4,625","4,538",58.89M,-0.27%
1/31/2023,"4,575","4,600","4,650","4,538",116.84M,-1.61%
1/30/2023,"4,650","4,775","4,775","4,625",77.46M,-2.62%
1/27/2023,"4,775","4,800","4,800","4,738",79.53M,0.79%
1/26/2023,"4,738","4,563","4,763","4,538",77.29M,4.41%
1/25/2023,"4,538","4,600","4,625","4,525",68.17M,0.28%
1/24/2023,"4,525","4,538","4,575","4,488",25.83M,0.28%
1/20/2023,"4,513","4,500","4,550","4,450",31.00M,0.84%
1/19/2023,"4,475","4,450","4,488","4,413",28.43M,0.85%
1/18/2023,"4,438","4,475","4,513","4,400",42.10M,-0.56%
1/17/2023,"4,463","4,388","4,488","4,375",58.84M,1.71%
1/16/2023,"4,388","4,350","4,400","4,338",24.91M,1.15%
